cosparId,depth,height,length,mass,name,objectClass,satno,shape,vimpelId,xSectAvg,xSectMax,xSectMin
1998-067A,108.5,20.0,72.8,450000.0,International Space Station,Payload,25544.0,Irr,,4105.92,5685.7872,1456.0
