 HQ AFSPC Sgp4Prop DLL - Version: v8.0 - Build: Nov 05 2020 - Platform: Windows 64-bit                                          


EPHEMERIS GENERATED BY SGP4 USING THE WGS-72 EARTH MODEL
COORDINATE FRAME=TRUE EQUATOR AND MEAN EQUINOX OF EPOCH
USING THE FK5 MEAN OF J2000 TIME AND REFERENCE FRAME

INPUT FILE = C:\Users\rober\Documents\MATLAB\ASTRAIOS\ASTRAIOS/historicTLE.txt
Start Time =         0.0000 min from epoch
Stop Time  =      1440.0000 min from epoch
Step size  =       360.0000 min


     TSINCE (MIN)     N (REVS/DAY)          ECC (-)        INC (DEG)       RAAN (DEG)      OMEGA (DEG)         MA (DEG)


 1 25544U 98067A   20355.58924399 +.00001054  00000 0  27090-4 0 0999                                                                                                                                                                                                                                                                                                                                                                                                                                                            
 2 25544  51.6442 146.1501 0001581 146.7873 305.4906 15.4920323426091                                                                                                                                                                                                                                                                                                                                                                                                                                                            

         0.0000000       15.4903132     6797.6975634        0.0001581       51.6442000      305.4906000      146.1501000       51.6442000
      1440.0000000       15.4903433     6797.6887511        0.0001581       51.6442000      122.6207802      141.2001949       51.6442000
      2880.0000000       15.4903735     6797.6799379        0.0001581       51.6442000      299.7521306      136.2502673       51.6442000
      4320.0000000       15.4904036     6797.6711238        0.0001580       51.6442000      116.9032324      131.3003173       51.6442000
      5760.0000000       15.4904337     6797.6623088        0.0001580       51.6442000      294.0570655      126.3503449       51.6442000
      7200.0000000       15.4904639     6797.6534929        0.0001580       51.6442000      111.2290508      121.4003500       51.6442000
      8640.0000000       15.4904940     6797.6446760        0.0001580       51.6442000      288.4054098      116.4503326       51.6442000
     10080.0000000       15.4905241     6797.6358583        0.0001579       51.6442000      105.5982487      111.5002928       51.6442000
     11520.0000000       15.4905543     6797.6270397        0.0001579       51.6442000      282.7971685      106.5502306       51.6442000
     12960.0000000       15.4905844     6797.6182202        0.0001579       51.6442000      100.0108395      101.6001459       51.6442000
     14400.0000000       15.4906146     6797.6093997        0.0001579       51.6442000      277.2323463       96.6500388       51.6442000
     15840.0000000       15.4906447     6797.6005784        0.0001579       51.6442000       94.4668367       91.6999092       51.6442000
     17280.0000000       15.4906749     6797.5917561        0.0001579       51.6442000      271.7109481       86.7497572       51.6442000
     18720.0000000       15.4907051     6797.5829330        0.0001578       51.6442000       88.9662541       81.7995827       51.6442000
     20160.0000000       15.4907352     6797.5741089        0.0001578       51.6442000      266.2329786       76.8493858       51.6442000
     21600.0000000       15.4907654     6797.5652839        0.0001578       51.6442000       83.5091053       71.8991664       51.6442000
     23040.0000000       15.4907955     6797.5564581        0.0001578       51.6442000      260.7984424       66.9489246       51.6442000
     24480.0000000       15.4908257     6797.5476313        0.0001577       51.6442000       78.0954040       61.9986604       51.6442000
     25920.0000000       15.4908559     6797.5388036        0.0001578       51.6442000      255.4073443       57.0483737       51.6442000
     27360.0000000       15.4908861     6797.5299750        0.0001577       51.6442000       72.7251638       52.0980645       51.6442000
     28800.0000000       15.4909163     6797.5211455        0.0001577       51.6442000      250.0596893       47.1477329       51.6442000
     30240.0000000       15.4909464     6797.5123151        0.0001577       51.6442000       67.3983984       42.1973789       51.6442000
     31680.0000000       15.4909766     6797.5034838        0.0001577       51.6442000      244.7554822       37.2470024       51.6442000
     33120.0000000       15.4910068     6797.4946515        0.0001576       51.6442000       62.1151211       32.2966035       51.6442000
     34560.0000000       15.4910370     6797.4858184        0.0001576       51.6442000      239.4947283       27.3461821       51.6442000
     36000.0000000       15.4910672     6797.4769843        0.0001576       51.6442000       56.8753452       22.3957383       51.6442000
     37440.0000000       15.4910974     6797.4681494        0.0001576       51.6442000      234.2774329       17.4452720       51.6442000
     38880.0000000       15.4911276     6797.4593135        0.0001576       51.6442000       51.6790838       12.4947833       51.6442000
     40320.0000000       15.4911578     6797.4504767        0.0001576       51.6442000      229.1036018        7.5442722       51.6442000
     41760.0000000       15.4911880     6797.4416391        0.0001575       51.6442000       46.5263496        2.5937386       51.6442000
     42731.7506064       15.4912084     6797.4356746        0.0001575       51.6442000      210.3386240      359.2529731       51.6442000


 1 25544U 98067A   20355.71938175 +.00001004  00000 0  26195-4 0 0999                                                                                                                                                                                                                                                                                                                                                                                                                                                            
 2 25544  51.6439 145.5065 0001629 149.8755 308.6754 15.4920323026093                                                                                                                                                                                                                                                                                                                                                                                                                                                            

         0.0000000       15.4903130     6797.6976246        0.0001629       51.6439000      308.6754000      145.5065000       51.6439000
      1440.0000000       15.4903421     6797.6891034        0.0001629       51.6439000      125.8058318      140.5565624       51.6439000
      2880.0000000       15.4903713     6797.6805814        0.0001629       51.6439000      302.9368969      135.6066031       51.6439000
      4320.0000000       15.4904004     6797.6720586        0.0001628       51.6439000      120.0876063      130.6566220       51.6439000
      5760.0000000       15.4904295     6797.6635349        0.0001628       51.6439000      297.2403654      125.7066193       51.6439000
      7200.0000000       15.4904587     6797.6550103        0.0001628       51.6439000      114.4113126      120.7565949       51.6439000
      8640.0000000       15.4904878     6797.6464849        0.0001628       51.6439000      291.5858102      115.8065487       51.6439000
     10080.0000000       15.4905170     6797.6379587        0.0001627       51.6439000      108.7769629      110.8564809       51.6439000
     11520.0000000       15.4905461     6797.6294316        0.0001627       51.6439000      285.9732362      105.9063913       51.6439000
     12960.0000000       15.4905753     6797.6209036        0.0001627       51.6439000      103.1845697      100.9562801       51.6439000
     14400.0000000       15.4906044     6797.6123749        0.0001627       51.6439000      280.4026479       96.0061471       51.6439000
     15840.0000000       15.4906336     6797.6038452        0.0001627       51.6439000       97.6341456       91.0559924       51.6439000
     17280.0000000       15.4906627     6797.5953148        0.0001627       51.6439000      274.8740498       86.1058161       51.6439000
     18720.0000000       15.4906919     6797.5867834        0.0001626       51.6439000       92.1257035       81.1556180       51.6439000
     20160.0000000       15.4907211     6797.5782513        0.0001626       51.6439000      269.3874461       76.2053982       51.6439000
     21600.0000000       15.4907502     6797.5697182        0.0001626       51.6439000       86.6592560       71.2551567       51.6439000
     23040.0000000       15.4907794     6797.5611844        0.0001626       51.6439000      263.9428414       66.3048935       51.6439000
     24480.0000000       15.4908086     6797.5526497        0.0001626       51.6439000       81.2348160       61.3546086       51.6439000
     25920.0000000       15.4908377     6797.5441141        0.0001626       51.6439000      258.5402401       56.4043021       51.6439000
     27360.0000000       15.4908669     6797.5355777        0.0001625       51.6439000       75.8523963       51.4539738       51.6439000
     28800.0000000       15.4908961     6797.5270404        0.0001625       51.6439000      253.1796466       46.5036237       51.6439000
     30240.0000000       15.4909253     6797.5185023        0.0001625       51.6439000       70.5120098       41.5532520       51.6439000
     31680.0000000       15.4909545     6797.5099634        0.0001625       51.6439000      247.8610654       36.6028586       51.6439000
     33120.0000000       15.4909837     6797.5014236        0.0001624       51.6439000       65.2136689       31.6524435       51.6439000
     34560.0000000       15.4910129     6797.4928829        0.0001624       51.6439000      242.5845014       26.7020067       51.6439000
     36000.0000000       15.4910421     6797.4843414        0.0001624       51.6439000       59.9573863       21.7515481       51.6439000
     37440.0000000       15.4910713     6797.4757991        0.0001624       51.6439000      237.3499595       16.8010679       51.6439000
     38880.0000000       15.4911005     6797.4672559        0.0001624       51.6439000       54.7431743       11.8505660       51.6439000
     40320.0000000       15.4911297     6797.4587118        0.0001624       51.6439000      232.1574447        6.9000423       51.6439000
     41760.0000000       15.4911589     6797.4501669        0.0001623       51.6439000       49.5710449        1.9494970       51.6439000
     42544.3522320       15.4911748     6797.4455122        0.0001623       51.6439000      207.5415328      359.2529800       51.6439000


 1 25544U 98067A   20355.85791660 +.00001128  00000 0  28428-4 0 0999                                                                                                                                                                                                                                                                                                                                                                                                                                                            
 2 25544  51.6443 144.8215 0001564 146.1084   5.5825 15.4920448626095                                                                                                                                                                                                                                                                                                                                                                                                                                                            

         0.0000000       15.4903258     6797.6938850        0.0001564       51.6443000        5.5825000      144.8215000       51.6443000
      1440.0000000       15.4903574     6797.6846370        0.0001564       51.6443000      182.7212650      139.8715960       51.6443000
      2880.0000000       15.4903890     6797.6753881        0.0001564       51.6443000      359.8523956      134.9216684       51.6443000
      4320.0000000       15.4904206     6797.6661382        0.0001563       51.6443000      177.0139446      129.9717172       51.6443000
      5760.0000000       15.4904523     6797.6568872        0.0001563       51.6443000      354.1678664      125.0217425       51.6443000
      7200.0000000       15.4904839     6797.6476353        0.0001563       51.6443000      171.3521092      120.0717442       51.6443000
      8640.0000000       15.4905155     6797.6383824        0.0001563       51.6443000      348.5289220      115.1217224       51.6443000
     10080.0000000       15.4905471     6797.6291284        0.0001563       51.6443000      165.7357696      110.1716771       51.6443000
     11520.0000000       15.4905788     6797.6198735        0.0001562       51.6443000      342.9355719      105.2216081       51.6443000
     12960.0000000       15.4906104     6797.6106176        0.0001562       51.6443000      160.1649367      100.2715157       51.6443000
     14400.0000000       15.4906421     6797.6013607        0.0001562       51.6443000      337.3878250       95.3213996       51.6443000
     15840.0000000       15.4906737     6797.5921028        0.0001562       51.6443000      154.6396221       90.3712600       51.6443000
     17280.0000000       15.4907054     6797.5828438        0.0001562       51.6443000      331.8856898       85.4210969       51.6443000
     18720.0000000       15.4907370     6797.5735839        0.0001561       51.6443000      149.1598377       80.4709102       51.6443000
     20160.0000000       15.4907687     6797.5643230        0.0001561       51.6443000      326.4291743       75.5206999       51.6443000
     21600.0000000       15.4908003     6797.5550611        0.0001561       51.6443000      143.7255959       70.5704661       51.6443000
     23040.0000000       15.4908320     6797.5457982        0.0001561       51.6443000      321.0182860       65.6202087       51.6443000
     24480.0000000       15.4908637     6797.5365343        0.0001560       51.6443000      138.3369095       60.6699278       51.6443000
     25920.0000000       15.4908953     6797.5272694        0.0001560       51.6443000      315.6530323       55.7196233       51.6443000
     27360.0000000       15.4909270     6797.5180035        0.0001560       51.6443000      132.9937916       50.7692953       51.6443000
     28800.0000000       15.4909587     6797.5087366        0.0001560       51.6443000      310.3334198       45.8189437       51.6443000
     30240.0000000       15.4909904     6797.4994687        0.0001560       51.6443000      127.6962557       40.8685685       51.6443000
     31680.0000000       15.4910220     6797.4901998        0.0001560       51.6443000      305.0594552       35.9181698       51.6443000
     33120.0000000       15.4910537     6797.4809299        0.0001559       51.6443000      122.4443157       30.9677476       51.6443000
     34560.0000000       15.4910854     6797.4716590        0.0001559       51.6443000      299.8311446       26.0173017       51.6443000
     36000.0000000       15.4911171     6797.4623870        0.0001559       51.6443000      117.2379857       21.0668324       51.6443000
     37440.0000000       15.4911488     6797.4531141        0.0001559       51.6443000      294.6484941       16.1163394       51.6443000
     38880.0000000       15.4911805     6797.4438402        0.0001558       51.6443000      112.0772799       11.1658230       51.6443000
     40320.0000000       15.4912122     6797.4345653        0.0001558       51.6443000      289.5115095        6.2152829       51.6443000
     41760.0000000       15.4912439     6797.4252894        0.0001558       51.6443000      106.9622130        1.2647193       51.6443000
     42344.8620480       15.4912568     6797.4215217        0.0001558       51.6443000      212.2727367      359.2540204       51.6443000


 1 25544U 98067A   20355.91976012 +.00001142  00000 0  28686-4 0 0999                                                                                                                                                                                                                                                                                                                                                                                                                                                            
 2 25544  51.6443 144.5153 0001563 145.8662 350.9626 15.4920478626096                                                                                                                                                                                                                                                                                                                                                                                                                                                            

         0.0000000       15.4903288     6797.6930076        0.0001563       51.6443000      350.9626000      144.5153000       51.6443000
      1440.0000000       15.4903607     6797.6836756        0.0001563       51.6443000      168.1023641      139.5653936       51.6443000
      2880.0000000       15.4903926     6797.6743426        0.0001563       51.6443000      345.2348036      134.6154635       51.6443000
      4320.0000000       15.4904245     6797.6650086        0.0001562       51.6443000      162.3973157      129.6655095       51.6443000
      5760.0000000       15.4904564     6797.6556736        0.0001562       51.6443000      339.5529948      124.7155319       51.6443000
      7200.0000000       15.4904883     6797.6463375        0.0001562       51.6443000      156.7381679      119.7655304       51.6443000
      8640.0000000       15.4905202     6797.6370005        0.0001562       51.6443000      333.9171824      114.8155052       51.6443000
     10080.0000000       15.4905522     6797.6276624        0.0001561       51.6443000      151.1249328      109.8654562       51.6443000
     11520.0000000       15.4905841     6797.6183233        0.0001561       51.6443000      328.3273749      104.9153834       51.6443000
     12960.0000000       15.4906160     6797.6089832        0.0001561       51.6443000      145.5576226       99.9652869       51.6443000
     14400.0000000       15.4906479     6797.5996421        0.0001561       51.6443000      322.7835801       95.0151665       51.6443000
     15840.0000000       15.4906799     6797.5903000        0.0001561       51.6443000      140.0362503       90.0650225       51.6443000
     17280.0000000       15.4907118     6797.5809568        0.0001561       51.6443000      317.2858055       85.1148546       51.6443000
     18720.0000000       15.4907437     6797.5716127        0.0001560       51.6443000      134.5608289       80.1646630       51.6443000
     20160.0000000       15.4907757     6797.5622675        0.0001560       51.6443000      311.8340584       75.2144476       51.6443000
     21600.0000000       15.4908076     6797.5529213        0.0001560       51.6443000      129.1313720       70.2642085       51.6443000
